ID,FINAL_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,DEMARCHI2007_ID,DEMARCHI2007_VARTYPE,DEMARCHI2007_MEMBER,VARIABILITY_TYPE,MEMBER,CMD,PERIOD,Peph,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,P0eph,T0eph,LINK,SOURCEID,FREQUENCY,PMRA,PMRAERR,PMDEC,PMDECERR,PLX,PLXERR,zero_point_plx,GMAG,BP_RP,J_M,H_M,K_M,B,BERR,V,VERR,I,IERR,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,USED_SPEC,Teff,logg,Rv,Fe/H,proj_ref_astroserver,HECTOSPEC,ESO,LAMOST,SDSS,APOGEE,INT,XT_LINK,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_LIX,CLASS,RV,RVERR,TEFF,RV_APG,RVSCT_APG,TEFF_APG,T_HYDRA,RV_HYDRA,RV_HYDRA_ER,RV_WIYN,VRAD,VRAD_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D-NF,P4D-NF,P3D-NF,MEMBER_STATUS,PROB_GAUDIN,P5D-PM-POS-PLX,TYPE_SACHS,POPULATION_STUDY_SACHS,VSTAR_SACHS,SACHS_NOTES,OTHER_ID,REF_SACHS
148,Rotational,2570182,nodata,new detection,2MASSJ19210000+3748014,Gaia EDR3 2051293496015260416,,,,rotating,field,MS,1.992297,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_148.png,https://drive.google.com/file/d/1xlP4lmACB7idVFGqH78XZYorAum3WkEF/view?usp=sharing,https://drive.google.com/file/d/1mkpTpzhyOYdnG1f8ohb7GG3DT6i3O5fQ/view?usp=sharing,19:20:59.93 +37:47:57.9,290.2497083,37.79941667,2.40,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.24970833333333%2037.799416666666666,2051293496015260416,0.5019331957,-4.99660063,0.1697193,-7.136648275,0.20961128,-0.3230219336,0.16923217,-0.016681,18.718716,1.5016441,14.977,14.557,14.402,20.188,0.0027,19.112,0.0021,17.763,0.0008,19.4205,0.022504,18.5834,0.031025,18.1639,0.020662,17.8889,0.006898,17.8386,0.022646,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,7176,nan,nan,nan,,,,,,,nan,,4.29E-283,,0.00E+00,4.32E-198,0,field,,0,,,,more gaia strs near by,,
149,Rotational,2570217,nodata,,V* V623 Lyr,Gaia EDR3 2051293530375009920,V91,LON,m?,rotating,cluster,MS,5.551655,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_149.png,https://drive.google.com/file/d/159Ni54LO6N_R5GOnf8oKMPM7_dZmNuve/view?usp=sharing,https://drive.google.com/file/d/1npTNwB1jBuu7cvA37y33j8PBQEDuj15F/view?usp=sharing,19:21:00.54 +37:48:40.7,290.25225,37.81130556,3.03,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.25225%2037.81130555555556,2051293530375009920,0.1801264668,-0.7743887892,0.07823486,-2.392146357,0.09524111,0.2690944715,0.08262195,-0.024367,17.89053,0.969162,16.242,15.818,15.455,18.918,0.0021,18.072,0.0004,17.193,0.0004,18.5585,0.0088,17.8782,0.007043,17.6915,0.027394,17.5498,0.016235,17.4496,0.006974,HECTOSPEC,6290(80),4.533(37),-63(3),0.702(0.048),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/IBORVW_326_XZR329_ID149_259_5_13_2_10_9_195_ms_trim_dat.php?ref=XZR329,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.9339819057,0.9723082639,0.8674240759,0.7348675182,0.574354482,0.7370110774,cluster,0.5,0.9339819057,BYDra,,,V* |BY*|*iC|*iC// there are other * nearby/KR V91,,
150,Pulsating,2437496,17lc,,NGC 6791 2008,Gaia EDR3 2051293118064539520,,,,solar-like,cluster,RGB,0.3819,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_150.png,https://drive.google.com/file/d/1KgP6fog9NcYRrscwNcNBGScATG5uWs9a/view?usp=sharing,https://drive.google.com/file/d/1D22e0-hWjcouqlxBIJdAvpD606AkVNxZ/view?usp=sharing,19:20:55.10 +37:47:16.3,290.2295833,37.78786111,1.10,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.2295833333333%2037.78786111111111,2051293118064539520,2.618486515,-0.2530144966,0.010732266,-2.168126559,0.011480659,0.2270974175,0.010296409,-0.030441,13.069077,2.0542603,10.589,9.844,9.588,15.495,0.0017,13.862,0.0002,11.892,0.0006,14.5489,0.000997,13.097,nan,12.494,nan,12.1,nan,11.88,nan,APOGEE,3920(67),1.350(45),-47.83(69),0.300(7),,,,,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19205510+3747162,,,,,,,,,,,1002,,nan,nan,nan,nan,nan,nan,3830,-46.91,0.098,-47.51,-46.91,0.098,0.99,0.9977291607,0.9973143488,0.9949160714,0.9598930413,0.8879650141,0.9722514367,cluster,1,0.9977291607,*iC|IR |* |* |RG*,ARGB I - Solarlike,solar-like,13.086857,,
151,Rotational,,nokic,,19:20:51.72 +37:47:45.4,,04803_9,RO1,mB06,rotating,?,?,1.099549,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_151.png,https://drive.google.com/file/d/1DMmCZh8Wz02f3wbU2B81FLXq8zOUtLjL/view?usp=sharing,https://drive.google.com/file/d/10Q5vOsWFynE5Urhf7JpLnlmF-v2pO778/view?usp=sharing,19:20:51.72 +37:47:45.4,290.2155,37.79594444,1.49,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.2155%2037.79594444444445,,0.9094637892,,,,,,,,,,16.636,16.638,16.588,23.123,0.0189,21.793,0.0047,19.951,0.0024,18.5119,0.005898,17.9377,0.013204,17.7267,0.012811,17.644,0.014526,17.611,0.009783,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,3968.3333,nan,nan,nan,,,,,,,nan,,,,,,,?,,0,,,,,,
152,Rotational,2437329,16lc,,KIC 2437329,Gaia EDR3 2051293289863227520,,,,rotating,field,RGB,11.66545345,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_152.png,https://drive.google.com/file/d/14in7gyhX63kScMRU_Z-fib15DmZOVYSE/view?usp=sharing,https://drive.google.com/file/d/1YScd6wZvhbfKfDC0R3in3w9kbEcet_kr/view?usp=sharing,19:20:52.47 +37:47:30.3,290.218625,37.79175,1.21,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.218625%2037.79175,2051293289863227520,0.08572320007,-0.08108940384,0.029227672,-4.605246529,0.033791024,1.140512564,0.029720096,-0.02734,15.9253235,1.25249,14.302,13.87,13.724,17.251,0.0015,16.22,0.0002,15.111,0.0004,16.6556,0.005124,15.9183,0.006016,15.6492,0.001527,15.5346,0.002406,15.3936,0.004643,,,,,,,,,,,,,,,,,,,,,,9002,,nan,nan,nan,nan,nan,nan,,,,-28.41,-28.41,,0.92,,7.21E-37,,2.20E-54,7.15E-24,1.08E-56,field,,0,|Ro*|*|KR V65,,,15.938643,,
153,Binary,,nokic,new detection,19 20 53.563  +37 47 5.43,,,,,eclipsing,?,?,1.198613204,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_153.png,https://drive.google.com/file/d/1BnSdsLd1uTxk0MxOGUPaFzpdcTKBdwkV/view?usp=sharing,https://drive.google.com/file/d/1686nN4orwVIH4oeQ4AqKuJnX3rvUxDu6/view?usp=sharing,19:20:53.67 +37:47:05.0,290.223625,37.78472222,0.80,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.223625%2037.78472222222222,,0.8342975004,,,,,,,,,,null,null,null,24.511,0.1598,23.416,0.0141,20.602,0.004,15.1879,0.003826,14.6005,0.00291,14.3834,0.010766,14.2814,0.005046,14.1808,0.003051,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,,,,?,,0,Eclipsing var,,,varying eclipses,,
154,Binary,,nokic,,Cl* NGC 6791 KR V108,Gaia EDR3 2051293599094508032,V108,EA,nm,active eclipsing,field,MS,2.851634969,2.851634969,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_154.png,https://drive.google.com/file/d/1W17IM2EPz8BchaFphAaUAFyV1dnG_OaH/view?usp=sharing,https://drive.google.com/file/d/11NDtAbiVrVqXjwA8anrfTRlRJ2UmPeA-/view?usp=sharing,19:21:09.36 +37:49:24.4,290.289,37.82344444,5.14,2.8516350(19),2454967.1274(6) ,http://aladin.u-strasbg.fr/AladinLite/?target=290.289%2037.823444444444455,2051293599094508032,0.3506760195,-0.2392913664,0.42800853,-4.124014906,0.61489356,-0.1492639832,0.46612877,-0.047877,20.334621,1.5802479,null,null,null,22.699,0.0714,21.199,0.0184,19.263,0.006,14.2623,0.014671,13.8167,6.10E-05,13.366,nan,13.4498,0.029162,13.3046,0.007508,ESO,6200(90),2.80(11),-4(2),-0.569(0.161),https://astroserver.org/tracking/E2WRQ5.php,,https://xtgrid.astroserver.org/A317EH_106_E2WRQ5_154_ADP_2019-04-30T11_22_50_885_trim_dat.php?ref=E2WRQ5,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,7.07E-26,3.48E-14,4.86E-27,field,,0.00E+00,EB*,,,variability in period,,
155,Rotational,2570536,17lc,,KIC 2570536,Gaia EDR3 2051293599094510848,,,,rotating,field,?,10.0346069,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_155.png,https://drive.google.com/file/d/1jStuV5cfAkzejBEmpokuKYnuDUPzk1We/view?usp=sharing,https://drive.google.com/file/d/19EPRHvV6-Baj5oRsnOWXFFUGDM0FjpX9/view?usp=sharing,19:21:10.61 +37:49:49.3,290.2942083,37.83036111,5.64,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.29420833333336%2037.83036111111111,2051293599094510848,0.09965512451,0.3181534443,0.56763947,6.909931747,0.3018566,2.505727115,0.16776468,-0.028356,14.50697,nan,12.271,11.849,11.753,15.619,0.0418,14.657,0.0244,13.675,0.0096,14.2623,0.014671,13.8167,6.10E-05,13.366,nan,13.4498,0.029162,13.3046,0.007508,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,0.00E+00,0,0,field,,0,RotV*,,,Ro*|IR |* |Ro*| 120d beating,,
156,Pulsating,2570518,17lc,,[TGM2014] 52010,Gaia EDR3 2051293599100902016,,,,solar-like,cluster,RGB,0.258677316,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_156.png,https://drive.google.com/file/d/16EQPSjM8bD1OHQ7niFGvHrcCC-pymuSB/view?usp=sharing,https://drive.google.com/file/d/1zolpGTdTg7l-xoc-rV1yIkUImS-VfKWF/view?usp=sharing,19:21:10.04 +37:50:00.8,290.2918333,37.83355556,5.65,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.29183333333333%2037.83355555555556,2051293599100902016,3.865820225,-0.3996911902,0.016481755,-2.353143802,0.019458417,0.2131304613,0.016740883,-0.029442,14.682573,1.5432405,12.778,12.113,11.968,16.537,0.0158,15.126,0.0052,13.719,0.0057,15.7076,0.002116,14.6869,0.000932,14.2881,0.001173,14.0598,0.002317,13.9302,0.003048,APOGEE,4509(89),2.600(49),-48.68(8),0.300(7),,,https://xtgrid.astroserver.org/J3FQ7F_332_ZLNV9K_156_ADP_2019-04-26T12_02_06_961_trim_dat.php?ref=ZLNV9K,,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19211007+3750008,,,4280,80,2.837,0.02,-48.57,0.30,-0.284,K3,52010,,nan,nan,nan,nan,nan,nan,,,,-48.6,-48.6,,0.98,0.9988322804,0.9975887495,0.9978613455,0.9845740715,0.9718662719,0.9856701374,cluster,1,0.9988322804,,RGB - SL,solar-like,IR |*iC|* |* |*,,
157,Binary,2437482,nodata,new detection,Gaia EDR3 2051293083698347008,Gaia EDR3 2051293083698347008,,,,eclipsing,cluster,MS,17.537005,17.55117514,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_157.png,https://drive.google.com/file/d/1YUgxYLyRHXNIIKS_rfTx5aNa7agE4F99/view?usp=sharing,https://drive.google.com/file/d/1qWX7je8TjWckPXcs_OlTEwl_q_2GuzH_/view?usp=sharing,19:20:54.94 +37:46:47.0,290.2289167,37.77972222,0.68,17.551175(14),2454966.9452(7),http://aladin.u-strasbg.fr/AladinLite/?target=290.2289166666667%2037.77972222222222,2051293083698347008,0.05702227946,-0.3521195963,0.10089176,-2.290914097,0.118057124,0.3037057113,0.10170519,-0.022154,18.210108,1.0521755,16.412,16.303,16.2,19.363,0.0011,18.441,0.0003,17.483,0.0003,19.0758,0.051524,18.3464,0.006691,18.068,0.009985,17.9363,0.009408,17.8319,0.020874,HECTOSPEC,5460(60),4.540(25),67(4),0.042(0.032),https://astroserver.org/tracking/MBOG63.php,https://xtgrid.astroserver.org/VR8XPC_309_MBOG63_ID157_064_7_2_0_24_59_173_ms_trim_dat.php?ref=MBOG63,ESO,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0.9966144634,0.9987178454,0.9946027893,0.9603207412,0.9331952244,0.971498987,cluster,,0.9966144634,EB*Algol,,,V* |Al*|*iC|*iC|* |IR |EB*|variying eclispse,,
158,Rotational,2437613,nodata,,2MASSJ19205705+3747062,Gaia EDR3 2051293113776412416,06532_9,LON,m?,rotating,cluster,MS,11.04728,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_158.png,https://drive.google.com/file/d/1BtAczzkURUVzEU-th8wOn60M36ljaUIl/view?usp=sharing,https://drive.google.com/file/d/1cYXrXBlgkuXrTtejB3L8Cl5wDD_fnzSZ/view?usp=sharing,19:20:57.04 +37:47:06.0,290.2376667,37.785,1.29,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.23766666666666%2037.785,2051293113776412416,0.09052001941,-0.4574917499,0.07901549,-2.431274109,0.09103953,0.2395642739,0.0794487,-0.025453,17.787134,1.0567951,16.491,15.997,16.604,18.928,0.0017,18.014,0.0004,17.068,0.0003,18.3642,0.008821,17.7647,0.008437,17.5482,0.004717,17.4483,0.006522,17.3849,0.010616,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,-46.889,0.931708,4500,,,,,,,nan,0.9983624519,0.9983408848,0.9965315415,0.9699336319,0.9185935024,0.977817944,cluster,1,0.9983624519,,,,170d beating,,
159,Pulsating,2437653,17lc,,KOI-4940,Gaia EDR3 2051293118064542976,,,,solar-like,cluster,RGB,0.154500219,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_159.png,https://drive.google.com/file/d/1zaJQ7FHkseAPrVXBxzGjRs-Ij-oLhzFP/view?usp=sharing,https://drive.google.com/file/d/1vPF27ZWoaEBe5Nw-BiIz95ySup7U8gTs/view?usp=sharing,19:20:57.85 +37:47:06.5,290.2410417,37.78513889,1.46,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.24104166666666%2037.78513888888889,2051293118064542976,6.472482735,-0.3175044811,0.020964375,-2.268557726,0.024124924,0.2016832084,0.021911517,-0.029118,15.089624,1.5056648,13.198,12.601,12.422,16.866,0.001,15.52,0.0002,14.17,0.0003,16.0771,0.011309,15.097,0.003023,14.7134,0.004371,14.4941,0.003683,14.3654,0.004172,APOGEE,4559(97),2.710(48),-47(1),0.400(8),,,https://xtgrid.astroserver.org/SK3BTU_332_ZLNV9K_159_ADP_2019-04-26T12_02_06_797_trim_dat.php?ref=ZLNV9K,,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19205784+3747067,,,4260,80,2.76,0.024,-48.02,0.30,-0.464,G?IV,5003,,nan,nan,nan,nan,nan,nan,,,,-46.48,-46.48,,0.99,0.9990238043,0.9984444806,0.9976999206,0.9779122495,0.9275225639,0.9853425818,cluster,1,0.9990238043,RGB*,RGB - SL,solar-like,*iC|IR |RG*|* |*,,
160,Binary,2437675,nodata,new detection,Gaia EDR3 2051293118063233408,Gaia EDR3 2051293118063233408,,,,eclipsing,?,?,1.753910049,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_160.png,https://drive.google.com/file/d/1s0ejjFbkKwrFtWGuQJxgipPAdDB6oCrS/view?usp=sharing,https://drive.google.com/file/d/13xk9QZANSGQa7E9oNKPKKbKTwVfH3PYl/view?usp=sharing,19:20:58.32 +37:47:12.2,290.243,37.78672222,1.61,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.243%2037.78672222222223,2051293118063233408,0.5701546669,nan,nan,nan,nan,nan,nan,,21.174553,1.1776619,16.397,15.995,15.49,23.46,0.0368,22.076,0.0045,19.888,0.0017,18.2813,0.005154,17.6783,0.004993,17.429,0.001925,17.3257,0.004044,17.2538,0.009764,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,,,,?,0.8,0,,,,Eclipsing Binary,,
161,Rotational,,nokic,new detection,Gaia EDR3 2051293049338645504,Gaia EDR3 2051293049338645504,,,,rotating,field,MS,1.966055,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_161.png,https://drive.google.com/file/d/1dOTXbhxWF653_F5XjHCa6S8qCnFtHdPP/view?usp=sharing,https://drive.google.com/file/d/19IUhv12DACNLzrULX-lps3GHMUCnA-wq/view?usp=sharing,19:20:59.27 +37:47:24.2,290.2469583,37.79005556,1.92,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.24695833333334%2037.79005555555555,2051293049338645504,0.5086327697,-0.672342689,0.55285454,-3.531278771,0.6365058,-0.4045958293,0.49012247,nan,20.309917,1.6637478,null,null,null,22.446,0.0143,21.095,0.0022,19.242,0.0014,19.8856,0.006359,18.9419,0.008234,18.6095,0.010528,18.413,0.013333,18.1789,0.023533,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,2.25E-16,3.31E-05,2.47E-17,field,,0,,,,extra peak at 0.2459,,
162,Rotational,2570443,nodata,,V* V634 Lyr,Gaia EDR3 2051105784484742144,V16,RO2,96,rotating,cluster,MS,2.203156,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_162.png,https://drive.google.com/file/d/1oZrKgBtSYRQO-P9LNXaFmUaZlOli34gN/view?usp=sharing,https://drive.google.com/file/d/1exn-TtaUoCkhkSBv4DRCPHCbW_JcKBC2/view?usp=sharing,19:21:07.59 +37:48:09.7,290.281625,37.80269444,4.10,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.281625%2037.802694444444434,2051105784484742144,0.4538943225,-0.4560729338,0.07098582,-2.256512956,0.08503053,0.2708766589,0.07178476,-0.027019,17.642506,1.1869717,16.089,15.672,15.232,18.739,0.0082,17.803,0.0019,16.783,0.0011,18.2944,0.006773,17.6184,0.004474,17.3335,0.004797,17.2042,0.009024,17.1185,0.008833,HECTOSPEC,5770(80),4.978(22),-115(2),-0.280(0.088),https://astroserver.org/tracking/XZR329.php,https://xtgrid.astroserver.org/EUNVVY_316_XZR329_ID162_084_7_2_0_24_59_241_ms_trim_dat.php?ref=XZR329,ESO,,,,,,,,,,,,,,,,nan,nan,3951.97,nan,nan,nan,,,,,,,nan,0.9980452712,0.9984891438,0.9969999771,0.9767374173,0.9581557438,0.9801234867,cluster,1,0.9980452712,EllipVar,,,V* |*iC|*iC|El*| 75d beating|in NSV cat,,
163,Rotational,2570559,nodata,new detection,Gaia EDR3 2051105926212896512,Gaia EDR3 2051105926212896512,,,,rotating,cluster,MS,1.324782,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_163.png,https://drive.google.com/file/d/1qc4_SJo7J0OlcnUs0GxcgIqWrv8yV4QF/view?usp=sharing,https://drive.google.com/file/d/10Hm2xPsdCJDsd_s7zX6e_y6C22nIC2us/view?usp=sharing,19:21:11.04 +37:48:56.1,290.296,37.81558333,5.22,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.296%2037.815583333333336,2051105926212896512,0.7548411739,-0.2363948331,0.6055029,-2.48401958,0.64980394,-0.07041676345,0.5615938,-0.047206,20.343327,1.3372192,null,null,null,22.315,0.0584,20.969,0.0126,19.353,0.0066,21.4978,0.087449,20.5184,0.020362,19.9426,0.027962,19.7249,0.025412,19.438,0.053031,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,0.3355581011,0.9826914038,0.2985486237,cluster,,0,,,,,,
164,Pulsating,2570760,18lc,,KIC 2570760,Gaia EDR3 2051107369321426432,,,,delta scuti,field,BS,0.048204529,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_164.png,https://drive.google.com/file/d/1nuensAINr-IShXT_PQ1Njv7IKTDtJemO/view?usp=sharing,https://drive.google.com/file/d/1tB3EyGxp0lgainLIaLFsrer8UJBhgYMG/view?usp=sharing,19:21:19.00 +37:49:33.7,290.3291667,37.82602778,7.27,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.32916666666665%2037.826027777777774,2051107369321426432,20.74493872,-1.222879337,0.017854165,-15.21471284,0.021651128,0.5345877992,0.0180957,-0.027949,13.458667,0.53546906,12.774,12.606,12.583,13.897,0.0069,13.505,0.0029,13.04,0.0044,13.6892,0.003069,13.416,nan,13.439,nan,13.5412,0.003337,13.5145,0.00232,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,0,0.00E+00,0.00E+00,0,0,0,field,,0,PulsV*delSct,,,dS*|IR |*|binarity detected,,
165,Pulsating,2570794,10lc,,2MASSJ19212035+3750147,Gaia EDR3 2051107369321441920,,,,solar-like,field,RGB,0.93676,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_165.png,https://drive.google.com/file/d/1woEbt1jTeVaLmc7Zsax5MRksXr5h5OJn/view?usp=sharing,https://drive.google.com/file/d/1LFNLO1Ro5zt2T0sxHrDYrabVlqAzZveF/view?usp=sharing,19:21:20.35 +37:50:14.6,290.3347917,37.83738889,7.89,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.33479166666666%2037.83738888888889,2051107369321441920,1.067509287,-3.019682077,0.021396916,-3.442195316,0.025457194,0.08359974228,0.021185553,-0.029602,15.15781,1.6208868,13.142,12.41,12.263,17.032,0.002,15.633,0.0053,14.154,0.0045,13.6892,0.003069,13.416,nan,13.439,nan,13.5412,0.003337,13.5145,0.00232,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,3.31E-102,2.15E-76,6.74E-102,7.82E-79,3.06E-71,1.02E-76,field,,3.31E-102,,,,potential companio,,
166,Rotational,2570846,17lc,,KIC 2570846,Gaia EDR3 2051107472400670720,V55,LON,nm,rotating,field,below RGB,10.819852,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_166.png,https://drive.google.com/file/d/1gAWZuPF5kNiu0l6L7yTJZRDG6A5wOhTq/view?usp=sharing,https://drive.google.com/file/d/1zJLeLjX3W0pWxFklhTyYcG_N5ngPf2Lf/view?usp=sharing,19:21:22.39 +37:50:29.7,290.3432917,37.84158333,8.46,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.3432916666667%2037.84158333333333,2051107472400670720,0.09242270597,-5.263859857,0.023224581,3.759891278,0.02652425,3.880214234,0.023606125,-0.031973,15.3125515,1.9290771,13.186,12.474,12.304,17.588,0.0025,16.123,0.0083,14.211,0.0077,13.6892,0.003069,13.416,nan,13.439,nan,13.5412,0.003337,13.5145,0.00232,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,0.00E+00,,0.00E+00,0,0,field,,0,RotV*,,,V* |IR |*iC|Ro*|Ro*|* |Ro*| 180d beating,,
167,Rotational,,nokic,new detection,19:20:56.85 +37:47:43.2,,,,,rotating,?,?,2.400003,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_167.png,https://drive.google.com/file/d/1l9amET2ezmCEMu-L1wGXi21iaer06b3H/view?usp=sharing,https://drive.google.com/file/d/1Kpw5_V6XOuoEn4JHJUOzHNK63Z4qGvm1/view?usp=sharing,19:20:56.85 +37:47:43.2,290.236875,37.79533333,1.72,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.236875%2037.79533333333333,,0.4166661458,,,,,,,,,,15.128,14.512,14.357,23.636,0.3346,23.293,0.0213,20.365,0.0022,11.89,nan,11.152,nan,10.847,nan,10.68,nan,10.585,nan,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,,,,?,,0,,,,,,
168,Pulsating,2437692,15lc,,2MASS J19205862+3747404,Gaia EDR3 2051293118064546944,,,,solar-like,field,above HB,0.270782562,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_168.png,https://drive.google.com/file/d/1zLViEgl6pSGSSD1TQtARP03vH3V6-cSe/view?usp=sharing,https://drive.google.com/file/d/1tTO0TaU19I-D0CMRKXtYKb3dl_YPLq6-/view?usp=sharing,19:20:58.62 +37:47:40.0,290.24425,37.79444444,1.96,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.24425%2037.79444444444445,2051293118064546944,3.692999995,-5.610862537,0.09160895,-14.26644478,0.103311606,0.5209073419,0.08889919,-0.032359,11.202944,1.2743864,9.532,9.018,8.885,16.264,0.1441,14.789,0.0376,13.572,0.0374,11.89,nan,11.152,nan,10.847,nan,10.68,nan,10.585,nan,APOGEE,4817(86),2.610(38),-12.780(24),0.200(6),,,,,,http://skyserver.sdss.org/dr16/en/tools/explore/summary.aspx?apid=2M19205862+3747404,,,,,,,,,,,1004,,nan,nan,nan,-13.1969,0.121841,5000,,,,-13.21,-13.21,,0.66,0,0,0,0,0,0,field,,0,RGB*,,,*iC|IR |* |* |RG*,,
169,Rotational,2437584,nodata,,V* V620 Lyr,Gaia EDR3 2051293014978876672,V89,RO1,nm,rotating,cluster,?,5.898166,,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/04/qphase_169.png,https://drive.google.com/file/d/1kDeyEK4xKo-VaAVtCeIkvlyzv_nTTWuI/view?usp=sharing,https://drive.google.com/file/d/1m59TFQunPbpOcVSCqplfxyHE5cu3ViGR/view?usp=sharing,19:20:56.64 +37:46:36.2,290.236,37.77672222,0.96,,,http://aladin.u-strasbg.fr/AladinLite/?target=290.236%2037.77672222222222,2051293014978876672,0.1695442278,-0.2545091721,0.13948326,-2.313677656,0.14719367,0.04919307072,0.13162196,-0.020471,18.486067,nan,16.075,15.529,15.706,19.763,0.006,18.888,0.0033,17.683,0.0017,16.957,nan,18.9983,0.126203,18.229,nan,18.0639,0.005111,17.9888,0.004914,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,nan,,,,0.9340438468,0.8904557578,0.9530360557,cluster,,0,not EB*,,,V* |EB*|*iC|*iC|*iC|* |* |EB*|140d beating,,
